PropertyID,State,Peril,InsuredValue_USD,ConstructionType,OccupancyType,YearBuilt,TotalDamage_USD,HazardScore,Loss_Ratio,Loss_Amount_USD
P02536,ILLINOIS,Hurricane,4276313.266452622,Wood,Residential,1950,250000.0,0.805792388206018,0.3964579751950981,1695378.4989177424
P02537,TEXAS,Flood,2725223.017640666,Masonry,Residential,1956,106000.0,0.7501667685028206,0.32839712948914784,894955.416210948
P02538,MISSOURI,Hurricane,1746182.1495686327,Wood,Industrial,1958,250000.0,0.805792388206018,0.20848386490577367,364050.80337154027
P02539,NEBRASKA,Flood,3870763.3754747203,Masonry,Commercial,1950,250000.0,0.805792388206018,0.09281359026300312,359259.44593634957
P02540,PUERTO RICO,Tornado,1399417.4748787715,Wood,Industrial,1954,250000.0,0.805792388206018,0.23509249408683172,328992.5444379466
P02541,TENNESSEE,Earthquake,4468442.198921527,Wood,Residential,1996,250000.0,0.805792388206018,0.23653731829475053,1056953.3346879962
P02542,FLORIDA,Wildfire,449995.4689913853,Masonry,Industrial,1959,250000.0,0.805792388206018,0.16496052912922937,74231.49067057465
P02543,KENTUCKY,Tornado,4193796.3414318687,Wood,Industrial,1951,275000.0,0.8119713699260559,0.21298619168205066,893220.7114516908
P02544,ALABAMA,Flood,548623.0636276603,Concrete,Commercial,1972,0.0,0.0,0.0,0.0
P02545,FLORIDA,Hurricane,375071.2040080971,Masonry,Commercial,2005,250000.0,0.805792388206018,0.1214458768643404,45550.85125732726
P02546,PENNSYLVANIA,Tornado,1879958.9930059884,Masonry,Industrial,1968,875000.0,0.887009435293078,0.17395099689728716,327020.7409594118
P02547,OHIO,Earthquake,4787091.836926658,Concrete,Commercial,1987,250000.0,0.805792388206018,0.07157705806853842,342645.95039112563
P02548,PENNSYLVANIA,Flood,4919081.66553885,Wood,Commercial,1996,0.0,0.0,0.0,0.0
P02549,FLORIDA,Hurricane,1090145.4547341806,Concrete,Residential,2001,250000.0,0.805792388206018,0.13432223192369633,146430.770601368
P02550,ALABAMA,Wildfire,828324.0227441242,Masonry,Commercial,1998,250000.0,0.805792388206018,0.22188480740576452,183792.5162561481
P02551,MISSISSIPPI,Flood,1829471.3246184103,Concrete,Industrial,2020,8000.0,0.5826524425881384,0.03747589510156058,68561.07545271263
P02552,OHIO,Hurricane,1751725.5203172616,Wood,Industrial,1972,250000.0,0.805792388206018,0.16119965797004254,282377.55473253736
P02553,PUERTO RICO,Wildfire,3822005.1254160753,Concrete,Residential,1999,250000.0,0.805792388206018,0.08707847246574643,332814.3680774855
P02554,CALIFORNIA,Hurricane,2275595.201658958,Masonry,Residential,1966,250000.0,0.805792388206018,0.26657319262339624,606612.6780247097
P02555,MISSOURI,Wildfire,3921429.5700991154,Wood,Residential,1997,250000.0,0.805792388206018,0.45407217477771966,1780612.0531325636
P02556,OHIO,Wildfire,3768694.175422725,Masonry,Industrial,1951,250000.0,0.805792388206018,0.12883745918942302,485548.9820234415
P02557,INDIANA,Wildfire,2933721.1076170243,Masonry,Industrial,2018,250000.0,0.805792388206018,0.07610529595525406,223271.71314536937
P02558,WEST VIRGINIA,Hurricane,4184209.28873411,Steel,Commercial,2011,250000.0,0.805792388206018,0.077952598890866,326169.9883601258
P02559,TEXAS,Wildfire,1058673.958108265,Masonry,Residential,1962,250000.0,0.805792388206018,0.28240931127707775,298979.383376333
P02560,FLORIDA,Flood,892871.4287365152,Masonry,Commercial,2010,50000.0,0.7014527831408369,0.16088868294065467,143652.90820475854
P02561,MISSOURI,Earthquake,3778186.266663074,Wood,Commercial,1960,250000.0,0.805792388206018,0.22988569969371356,868550.9934850202
P02562,ILLINOIS,Earthquake,1299505.604560948,Wood,Industrial,1976,250000.0,0.805792388206018,0.1253010133164414,162829.36906188156
P02563,TENNESSEE,Wildfire,113692.48071988483,Wood,Commercial,1984,250000.0,0.805792388206018,0.17385963337837496,19766.53301583714
P02564,FLORIDA,Earthquake,4568604.826358236,Concrete,Residential,1967,250000.0,0.805792388206018,0.09517210204874572,434803.7247545583
P02565,WASHINGTON,Earthquake,3152391.584362008,Concrete,Residential,2017,250000.0,0.805792388206018,0.08649339224558251,272661.0418178965
P02566,OKLAHOMA,Wildfire,2280194.7202389096,Wood,Industrial,2010,250000.0,0.805792388206018,0.13806990712708933,314826.27325506567
P02567,NEBRASKA,Wildfire,3656108.8990442855,Concrete,Industrial,1990,250000.0,0.805792388206018,0.06427603418927294,235000.18059467553
P02568,ARKANSAS,Flood,1733325.4922649006,Steel,Industrial,1992,0.0,0.0,0.0,0.0
P02569,NEBRASKA,Tornado,4772963.679767547,Concrete,Residential,1998,2905000.0,0.9648036837947814,0.11613173175742081,554292.537746677
P02570,OKLAHOMA,Hurricane,436239.41584231344,Steel,Industrial,1960,250000.0,0.805792388206018,0.0673038358576427,29360.586038485
P02571,INDIANA,Wildfire,3240646.134245569,Wood,Residential,2016,250000.0,0.805792388206018,0.3996562498383333,1295144.481065676
P02572,TEXAS,Wildfire,3908718.4660202404,Wood,Commercial,2000,250000.0,0.805792388206018,0.15244134469633597,595850.298999525
P02573,OHIO,Earthquake,2398716.948678196,Concrete,Industrial,2001,250000.0,0.805792388206018,0.06979393669047737,167415.89885442107
P02574,MISSISSIPPI,Flood,3799344.939823576,Wood,Industrial,1992,8000.0,0.5826524425881384,0.07397860007779047,281070.21986078523
P02575,KENTUCKY,Earthquake,4641860.94960499,Wood,Industrial,2007,250000.0,0.805792388206018,0.20480257254354414,950665.0638685207
P02576,ARKANSAS,Wildfire,3745570.113328494,Masonry,Residential,2019,250000.0,0.805792388206018,0.2911253771896978,1090430.512033217
P02577,OHIO,Wildfire,1615897.6489679245,Wood,Commercial,1978,250000.0,0.805792388206018,0.13851778702692913,223830.56639705447
P02578,MISSISSIPPI,Earthquake,2853047.2361240922,Masonry,Industrial,1980,250000.0,0.805792388206018,0.18046237282186256,514867.6740038105
P02579,PENNSYLVANIA,Wildfire,4566857.237512154,Wood,Commercial,1977,250000.0,0.805792388206018,0.12055289563366765,550547.8639276624
P02580,PENNSYLVANIA,Tornado,2300578.854864214,Steel,Industrial,1999,875000.0,0.887009435293078,0.06902893424075786,158806.50648809984
P02581,WISCONSIN,Hurricane,3440322.6250870028,Steel,Residential,1985,250000.0,0.805792388206018,0.13413110924229835,461454.2898542954
P02582,ALABAMA,Hurricane,2381022.153131475,Wood,Commercial,1968,250000.0,0.805792388206018,0.2939415633616826,699881.3740902655
P02583,OHIO,Hurricane,694586.3690077746,Steel,Commercial,2016,250000.0,0.805792388206018,0.0512307375396472,35584.17196925384
P02584,WASHINGTON,Tornado,387128.41579374846,Steel,Industrial,1961,250000.0,0.805792388206018,0.07665649182087607,29675.906238922187
P02585,TEXAS,Wildfire,4766142.402180567,Steel,Commercial,1973,250000.0,0.805792388206018,0.06807343939471207,324447.70596140623
P02586,FLORIDA,Earthquake,3101454.6897633686,Concrete,Residential,2014,250000.0,0.805792388206018,0.10371406304558256,321664.4672271357
P02587,ILLINOIS,Flood,608693.0743002088,Steel,Commercial,1970,5000.0,0.5521867402939868,0.07595970631190575,46236.14715793489
P02588,INDIANA,Wildfire,4301448.936502206,Masonry,Commercial,1975,250000.0,0.805792388206018,0.08608136922591096,370274.61410944845
P02589,CALIFORNIA,Tornado,2661196.368902985,Concrete,Commercial,1984,20000.0,0.6420511543572192,0.029147306385918045,77566.70591750789
P02590,TENNESSEE,Tornado,3882467.3499753787,Masonry,Commercial,2007,23865000.0,1.1013353429655577,0.12890566414472296,500472.0322687787
P02591,WISCONSIN,Hurricane,721105.3585645339,Masonry,Industrial,1991,250000.0,0.805792388206018,0.16344823077256296,117863.3950579877
P02592,MISSOURI,Wildfire,4543861.1159649715,Masonry,Industrial,1978,250000.0,0.805792388206018,0.17243963231759313,783541.740139208
P02593,VIRGINIA,Hurricane,2993623.654441925,Concrete,Commercial,1978,250000.0,0.805792388206018,0.060448783342073285,180960.9076950656
P02594,MISSOURI,Flood,3717477.335670301,Wood,Commercial,1958,250000.0,0.805792388206018,0.3101841088065934,1153102.3943736018
P02595,WASHINGTON,Hurricane,253760.47128257962,Steel,Residential,2021,250000.0,0.805792388206018,0.14159209150611524,35930.47587047794
P02596,OKLAHOMA,Flood,1644994.0109751155,Steel,Industrial,1951,150000.0,0.7726754875441604,0.06266503789268794,103083.61203100033
P02597,OHIO,Tornado,1410482.5305375173,Wood,Industrial,1951,1948500.0,0.9389121136918566,0.20333216065430873,286796.4604993504
P02598,ILLINOIS,Hurricane,4753015.476910567,Wood,Industrial,1967,250000.0,0.805792388206018,0.21832056762646768,1037681.0368565009
P02599,WEST VIRGINIA,Hurricane,1008158.9875136467,Masonry,Commercial,2018,250000.0,0.805792388206018,0.11664100058288891,117592.67305022397
P02600,WEST VIRGINIA,Earthquake,3564553.4608990536,Concrete,Industrial,2006,250000.0,0.805792388206018,0.038761763796716794,138168.3792921385
P02601,OHIO,Tornado,309492.33497153583,Masonry,Residential,2020,1948500.0,0.9389121136918566,0.37994237131309566,117589.25165231225
P02602,ARKANSAS,Earthquake,1068652.019901769,Steel,Residential,1972,250000.0,0.805792388206018,0.2053769468194346,219476.489059847
P02603,WISCONSIN,Flood,1759127.0358463286,Wood,Residential,1968,6000.0,0.5640045748420413,0.1475797726111985,259611.56794441282
P02604,OKLAHOMA,Flood,3993078.654586234,Steel,Residential,1968,150000.0,0.7726754875441604,0.16758427281578003,669177.1826250474
P02605,ARKANSAS,Tornado,3970885.242302822,Wood,Residential,2007,13818000.0,1.065909318292665,0.22814774104530725,905948.4979815363
P02606,KENTUCKY,Flood,4767749.122541493,Concrete,Industrial,1998,5019050.0,1.000253456363957,0.04478258043742069,213512.10858565633
P02607,ILLINOIS,Tornado,4592160.763067735,Masonry,Commercial,1994,5091000.0,1.001176227529096,0.11385933474877631,522860.3695423253
P02608,ALABAMA,Flood,499421.5157205801,Steel,Commercial,1977,0.0,0.0,0.0,0.0
P02609,NEBRASKA,Wildfire,4166351.8385090097,Concrete,Commercial,1999,250000.0,0.805792388206018,0.054367374557316855,226513.61094178504
P02610,MISSISSIPPI,Hurricane,2310750.5397460824,Steel,Commercial,1960,250000.0,0.805792388206018,0.061651578885300054,142461.41918540528
P02611,INDIANA,Wildfire,4342841.844575694,Wood,Industrial,2004,250000.0,0.805792388206018,0.08466248996661924,367675.80409300386
P02612,OKLAHOMA,Tornado,537502.6325025398,Steel,Industrial,1958,16097000.0,1.075806393403418,0.08601593800576232,46233.79311527251
P02613,ALABAMA,Tornado,4131568.5973859443,Concrete,Industrial,1963,7450000.0,1.0258597670819702,0.04890099321511756,202037.80794856284
P02614,WISCONSIN,Wildfire,882248.3431037941,Concrete,Residential,1970,250000.0,0.805792388206018,0.052862128227648006,46637.52504178276
P02615,WEST VIRGINIA,Hurricane,1735823.9873397767,Masonry,Commercial,1997,250000.0,0.805792388206018,0.21784901818302022,378147.55138050567
P02616,VIRGINIA,Hurricane,241357.16142110617,Steel,Industrial,2007,250000.0,0.805792388206018,0.06605081010805189,15941.836037243911
P02617,VIRGINIA,Earthquake,706267.6321169789,Wood,Industrial,2018,250000.0,0.805792388206018,0.21571443141826357,152352.12069123745
P02618,CALIFORNIA,Flood,2284056.838520675,Steel,Industrial,1958,65150.0,0.7186111209078194,0.059633071388128386,136205.32450604625
P02619,KENTUCKY,Earthquake,4109857.844608905,Masonry,Commercial,2016,250000.0,0.805792388206018,0.09145990399592004,375887.20390480926
P02620,ILLINOIS,Hurricane,3890981.879688744,Wood,Commercial,1967,250000.0,0.805792388206018,0.20176531150778443,785065.1710265441
P02621,ARKANSAS,Wildfire,1252959.032703935,Wood,Residential,1961,250000.0,0.805792388206018,0.46911267713174537,587778.9661681451
P02622,MISSOURI,Flood,843283.2004394768,Masonry,Residential,1965,250000.0,0.805792388206018,0.12274774110855641,103511.10796873977
P02623,WEST VIRGINIA,Wildfire,2007390.9686106732,Wood,Residential,1986,250000.0,0.805792388206018,0.4722164495188981,947923.0359936339
P02624,KENTUCKY,Earthquake,4428014.901343135,Concrete,Commercial,1969,250000.0,0.805792388206018,0.07456659615495226,330181.99891656433
P02625,FLORIDA,Tornado,547982.8633987155,Concrete,Residential,1969,4119000.0,0.987440993520853,0.17722199402946198,97114.61574549464
P02626,CALIFORNIA,Wildfire,2760278.6506873164,Wood,Residential,1964,250000.0,0.805792388206018,0.47926066724929556,1322892.9879223886
P02627,ARKANSAS,Earthquake,535156.6490749053,Steel,Industrial,1974,250000.0,0.805792388206018,0.09927822671572524,53129.403135286266
P02628,MISSOURI,Earthquake,2404039.3937047706,Wood,Commercial,1966,250000.0,0.805792388206018,0.12127396570219655,291547.39097888174
P02629,MISSISSIPPI,Earthquake,721278.4095888132,Steel,Residential,1961,250000.0,0.805792388206018,0.11316920967785236,81626.50757086428
P02630,FLORIDA,Tornado,493650.98149688746,Masonry,Residential,1991,4119000.0,0.987440993520853,0.2591273503512149,127918.47083356506
P02631,ILLINOIS,Tornado,1035161.7320115654,Concrete,Commercial,1988,5091000.0,1.001176227529096,0.09609870821685856,99477.70524183736
P02632,WASHINGTON,Tornado,1350754.4949069542,Concrete,Residential,2005,250000.0,0.805792388206018,0.11106792080579712,150025.49326840008
P02633,ILLINOIS,Flood,1453700.3577439815,Masonry,Commercial,2002,5000.0,0.5521867402939868,0.07418030653859123,107835.93815270829
P02634,NEBRASKA,Tornado,3261812.941511931,Masonry,Commercial,2020,2905000.0,0.9648036837947814,0.23866073853927405,778466.6855981994
P02635,INDIANA,Tornado,369411.1905521182,Concrete,Commercial,2021,17341000.0,1.0806324212221268,0.056679429222506524,20938.015428900653
P02636,OKLAHOMA,Tornado,495964.3935362843,Masonry,Residential,1996,16097000.0,1.075806393403418,0.30868108339360617,153094.82632143307
P02637,CALIFORNIA,Wildfire,1024660.1912484089,Wood,Residential,1974,250000.0,0.805792388206018,0.3650808378773407,374083.80116052524
P02638,PENNSYLVANIA,Tornado,4373109.038988967,Wood,Residential,1999,875000.0,0.887009435293078,0.5106394543861862,2233082.0136406254
P02639,INDIANA,Flood,3180164.1377098407,Steel,Commercial,1982,5000.0,0.5521867402939868,0.0749641232482592,238398.21636897445
P02640,INDIANA,Earthquake,3678811.3300209823,Steel,Residential,2023,250000.0,0.805792388206018,0.21101435995895537,776282.0182141309
P02641,MISSISSIPPI,Wildfire,1914774.56223253,Steel,Industrial,1978,250000.0,0.805792388206018,0.10838264087359147,207528.3237323366
P02642,CALIFORNIA,Hurricane,1144779.7104430043,Wood,Commercial,1952,250000.0,0.805792388206018,0.2276124070417614,260566.06542650284
P02643,MISSOURI,Tornado,286010.6687182727,Concrete,Residential,1988,1671446000.0,1.3768021148949532,0.09111342753600339,26059.412338786213
P02644,INDIANA,Earthquake,2493824.537862272,Steel,Commercial,1953,250000.0,0.805792388206018,0.05108584177194729,127399.1257482316
P02645,WISCONSIN,Earthquake,2913976.724713833,Wood,Residential,1986,250000.0,0.805792388206018,0.4587958074694446,1336920.3043622505
P02646,WEST VIRGINIA,Wildfire,4495313.692450788,Concrete,Commercial,1955,250000.0,0.805792388206018,0.06445372927717648,289739.73174920765
P02647,MISSOURI,Hurricane,4422255.59587007,Masonry,Industrial,1959,250000.0,0.805792388206018,0.10476836324901931,463312.48064812383
P02648,FLORIDA,Flood,2180957.2765140496,Wood,Commercial,1961,50000.0,0.7014527831408369,0.15407249427770625,336025.5275056327
P02649,CALIFORNIA,Earthquake,2175531.8521169648,Masonry,Commercial,2015,250000.0,0.805792388206018,0.1259920283339732,274099.6707533818
P02650,MISSISSIPPI,Earthquake,889502.1939075851,Steel,Commercial,1952,250000.0,0.805792388206018,0.05538886843834055,49268.519993962516
P02651,NEBRASKA,Earthquake,1361500.0404286953,Concrete,Residential,2014,250000.0,0.805792388206018,0.07764546151589773,105714.29899299945
P02652,PENNSYLVANIA,Earthquake,4635751.523972368,Wood,Commercial,2013,250000.0,0.805792388206018,0.25829330932128525,1197383.6023180143
P02653,WASHINGTON,Wildfire,791076.4535824904,Steel,Residential,1984,250000.0,0.805792388206018,0.12839317876897352,101568.82052474227
P02654,OKLAHOMA,Hurricane,4846627.779043892,Steel,Commercial,1973,250000.0,0.805792388206018,0.13999686867395256,678512.7126943382
P02655,WISCONSIN,Earthquake,2573218.8960544625,Concrete,Residential,1996,250000.0,0.805792388206018,0.11295634064456271,290661.39017575345
P02656,PUERTO RICO,Flood,2337373.1963574723,Masonry,Residential,2001,125500.0,0.7611143814294813,0.3114426751008439,727957.7609825813
P02657,ARKANSAS,Flood,955728.065363137,Steel,Residential,1983,0.0,0.0,0.0,0.0
P02658,INDIANA,Tornado,3341552.127364156,Concrete,Residential,1974,17341000.0,1.0806324212221268,0.12325899188291722,411876.34654312325
P02659,OKLAHOMA,Earthquake,2353243.0399750145,Concrete,Commercial,2018,250000.0,0.805792388206018,0.034902970522563144,82135.17245667482
P02660,PENNSYLVANIA,Earthquake,1916249.0327747841,Wood,Commercial,1978,250000.0,0.805792388206018,0.31474555219854944,603130.8599706357
P02661,MISSOURI,Earthquake,1396129.4710679306,Steel,Residential,2013,250000.0,0.805792388206018,0.0938235246871525,130989.78789520316
P02662,WEST VIRGINIA,Earthquake,425785.3347728727,Masonry,Residential,2002,250000.0,0.805792388206018,0.3155696069439021,134364.91073675323
P02663,FLORIDA,Earthquake,2644707.7711003693,Masonry,Residential,2007,250000.0,0.805792388206018,0.34418883466437544,910278.8857628539
P02664,WISCONSIN,Flood,1633250.83198732,Steel,Industrial,1990,6000.0,0.5640045748420413,0.04781063813714095,78086.76451533014
P02665,CALIFORNIA,Hurricane,3568539.4947135835,Masonry,Industrial,2000,250000.0,0.805792388206018,0.10749603832359254,383603.85828298493
P02666,CALIFORNIA,Hurricane,3645259.548070847,Concrete,Commercial,1967,250000.0,0.805792388206018,0.07091731739626184,258512.02836229425
P02667,MISSOURI,Tornado,1727324.3565352026,Concrete,Industrial,1990,1671446000.0,1.3768021148949532,0.10246133896541577,176983.96639817208
P02668,OHIO,Flood,3378691.3494771286,Steel,Industrial,2010,5000.0,0.5521867402939868,0.056933153363970423,192359.55276930155
P02669,PENNSYLVANIA,Earthquake,1367508.677369522,Masonry,Residential,1973,250000.0,0.805792388206018,0.12114798571747956,165670.9217144922
P02670,TENNESSEE,Hurricane,3663151.258586549,Concrete,Residential,1996,250000.0,0.805792388206018,0.1243436233301097,455489.50029890315
P02671,ILLINOIS,Wildfire,178778.01317158778,Steel,Industrial,1977,250000.0,0.805792388206018,0.046949431745591734,8393.52612701196
P02672,MISSISSIPPI,Wildfire,842882.9582280327,Concrete,Industrial,1985,250000.0,0.805792388206018,0.045914516557917145,38700.563541947195
P02673,FLORIDA,Wildfire,1300542.4433464373,Steel,Industrial,1970,250000.0,0.805792388206018,0.05673753501147606,73789.57241327911
P02674,WEST VIRGINIA,Earthquake,3887383.886233881,Wood,Residential,2005,250000.0,0.805792388206018,0.4832507355551611,1878581.1224078038
P02675,OHIO,Earthquake,425243.6401136018,Wood,Commercial,2018,250000.0,0.805792388206018,0.22609752587392892,96146.5349233088
P02676,MISSOURI,Tornado,1021480.0042061016,Steel,Industrial,1975,1671446000.0,1.3768021148949532,0.12665815102295833,129378.76863966853
P02677,KENTUCKY,Tornado,1857258.116975451,Wood,Commercial,2003,275000.0,0.8119713699260559,0.13098814674271578,243278.79876548034
P02678,PENNSYLVANIA,Tornado,144957.4713492634,Wood,Commercial,1993,875000.0,0.887009435293078,0.3470522749282177,50307.820199603804
P02679,ILLINOIS,Wildfire,3834392.779334602,Masonry,Industrial,1982,250000.0,0.805792388206018,0.08932540912627603,342508.70376490196
P02680,PENNSYLVANIA,Earthquake,2844515.233393459,Wood,Commercial,1975,250000.0,0.805792388206018,0.20620880399047437,586564.0842107503
P02681,MISSOURI,Wildfire,4513328.996398085,Masonry,Residential,1971,250000.0,0.805792388206018,0.359051717732785,1620518.5288499189
P02682,ALABAMA,Tornado,252052.05947023263,Wood,Industrial,1969,7450000.0,1.0258597670819702,0.1322517718382799,33334.33146042577
P02683,FLORIDA,Earthquake,1429814.3504549693,Wood,Industrial,1951,250000.0,0.805792388206018,0.20619490081762126,294820.42817967397
P02684,ALABAMA,Flood,3683133.1214398406,Concrete,Industrial,1990,0.0,0.0,0.0,0.0
P02685,KENTUCKY,Hurricane,3408232.1552999746,Steel,Industrial,2003,250000.0,0.805792388206018,0.06670438754360916,227344.03852571984
P02686,INDIANA,Hurricane,1290981.4589630687,Wood,Residential,2006,250000.0,0.805792388206018,0.31074660635856294,401168.10724459996
P02687,PUERTO RICO,Tornado,3018869.9013435044,Steel,Residential,1967,250000.0,0.805792388206018,0.2077348371841707,627124.4474357864
P02688,TENNESSEE,Wildfire,3989412.5002279934,Steel,Commercial,1954,250000.0,0.805792388206018,0.049349531197461105,196875.63663954267
P02689,MISSISSIPPI,Flood,263565.44633961224,Concrete,Industrial,1995,8000.0,0.5826524425881384,0.030316714415633612,7990.43836650703
P02690,MISSOURI,Earthquake,3616379.1446601325,Steel,Industrial,1970,250000.0,0.805792388206018,0.09807952137377556,354692.7356143696
P02691,VIRGINIA,Wildfire,1335275.6190584803,Steel,Commercial,1971,250000.0,0.805792388206018,0.13638959793303115,182117.7048131654
P02692,PENNSYLVANIA,Tornado,4744471.313817249,Wood,Residential,1952,875000.0,0.887009435293078,0.30225409022508687,1434035.860556855
P02693,WASHINGTON,Wildfire,2737279.084669431,Concrete,Industrial,1958,250000.0,0.805792388206018,0.03587168493078104,98190.81289287856
P02694,NEBRASKA,Tornado,263592.2948932775,Steel,Commercial,1951,2905000.0,0.9648036837947814,0.11129235887303393,29335.80827942923
P02695,WEST VIRGINIA,Hurricane,2076810.0320345208,Wood,Residential,1977,250000.0,0.805792388206018,0.4216329721672708,875651.5864335198
P02696,ILLINOIS,Hurricane,4834928.10527548,Concrete,Commercial,1983,250000.0,0.805792388206018,0.0421615440934388,203848.03449917867
P02697,CALIFORNIA,Wildfire,3678827.6668966464,Wood,Commercial,2002,250000.0,0.805792388206018,0.2898037977483152,1066138.229128222
P02698,ALABAMA,Flood,1572347.1180636648,Concrete,Residential,2008,0.0,0.0,0.0,0.0
P02699,ILLINOIS,Earthquake,2918809.742137945,Concrete,Industrial,1959,250000.0,0.805792388206018,0.030981373522583,90428.73486252983
P02700,ALABAMA,Tornado,3035596.6425360213,Masonry,Residential,1951,7450000.0,1.0258597670819702,0.3606182357521903,1094691.5056866123
P02701,KENTUCKY,Earthquake,214405.9878377301,Masonry,Industrial,1997,250000.0,0.805792388206018,0.13636434109930726,29237.331259238148
P02702,OHIO,Hurricane,976283.4701211879,Masonry,Residential,1955,250000.0,0.805792388206018,0.27131741017004024,264882.7027051005
P02703,MISSOURI,Flood,2803706.9977299166,Steel,Industrial,1993,250000.0,0.805792388206018,0.0909987711370176,255133.8914216794
P02704,NEBRASKA,Flood,2073487.5366043763,Wood,Industrial,2003,250000.0,0.805792388206018,0.11527406843871879,239019.3442013633
P02705,ALABAMA,Earthquake,1031185.2911487878,Concrete,Commercial,2020,250000.0,0.805792388206018,0.07719474007315968,79602.08051749617
P02706,FLORIDA,Hurricane,3886076.8008344322,Wood,Commercial,1985,250000.0,0.805792388206018,0.313003945298947,1216357.3703958874
P02707,PUERTO RICO,Earthquake,2496074.915325937,Steel,Industrial,1957,250000.0,0.805792388206018,0.07471952994453404,186505.5443794966
P02708,OHIO,Wildfire,1618868.397597561,Masonry,Residential,1959,250000.0,0.805792388206018,0.2383605676689535,385874.39023268374
P02709,ALABAMA,Flood,892218.9974371551,Masonry,Industrial,1982,0.0,0.0,0.0,0.0
P02710,ILLINOIS,Flood,3094700.4776789914,Wood,Residential,1968,5000.0,0.5521867402939868,0.1498740404685677,463815.2646297569
P02711,WISCONSIN,Wildfire,3364680.3830407173,Wood,Industrial,1967,250000.0,0.805792388206018,0.14228966916786775,478759.2585584782
P02712,NEBRASKA,Hurricane,3381026.3612277666,Concrete,Residential,2000,250000.0,0.805792388206018,0.130904284046312,442590.83515822823
P02713,ALABAMA,Flood,1179408.0654146436,Wood,Commercial,1972,0.0,0.0,0.0,0.0
P02714,NEBRASKA,Tornado,3017158.195389525,Concrete,Residential,1950,2905000.0,0.9648036837947814,0.15519092405781373,468235.5683711061
P02715,MISSOURI,Tornado,4536491.6778062945,Concrete,Commercial,2008,1671446000.0,1.3768021148949532,0.08281388212758622,375684.48707862635
P02716,TEXAS,Hurricane,1830619.2437386387,Masonry,Residential,1952,250000.0,0.805792388206018,0.21504372884330883,393663.1882658749
P02717,NEBRASKA,Wildfire,1132757.969945036,Wood,Commercial,1959,250000.0,0.805792388206018,0.2986372988227252,338283.7803642993
P02718,MISSISSIPPI,Earthquake,3883532.6285017338,Masonry,Residential,2020,250000.0,0.805792388206018,0.16039184031781797,622886.945219686
P02719,FLORIDA,Hurricane,966726.4067813117,Concrete,Industrial,1998,250000.0,0.805792388206018,0.06743407448812573,65190.30052452911
P02720,VIRGINIA,Earthquake,1343368.7299349704,Masonry,Residential,2005,250000.0,0.805792388206018,0.1957744924569871,262997.3312856062
P02721,TENNESSEE,Hurricane,593157.5321286162,Masonry,Commercial,1965,250000.0,0.805792388206018,0.2373375858292182,140778.5766918227
P02722,ALABAMA,Tornado,1412584.1487658795,Concrete,Commercial,1988,7450000.0,1.0258597670819702,0.10896497710329824,153922.1994267561
P02723,MISSISSIPPI,Wildfire,2110641.824453394,Steel,Residential,1993,250000.0,0.805792388206018,0.13860059268461009,292536.20781416714
P02724,NEBRASKA,Tornado,414373.52352065645,Steel,Industrial,1957,2905000.0,0.9648036837947814,0.10786699877980253,44697.22835598513
P02725,PENNSYLVANIA,Wildfire,4371373.663396773,Wood,Residential,1957,250000.0,0.805792388206018,0.35713535621925735,1561172.0904446864
P02726,FLORIDA,Earthquake,2617006.48186176,Masonry,Residential,1994,250000.0,0.805792388206018,0.3271309525008248,856103.82311227
P02727,ALABAMA,Hurricane,2981707.796253799,Wood,Commercial,1960,250000.0,0.805792388206018,0.22970763308479125,684921.0404279291
P02728,ILLINOIS,Flood,1919300.2065239267,Masonry,Industrial,1974,5000.0,0.5521867402939868,0.12324768879278233,236549.31455358377
P02729,KENTUCKY,Flood,3382192.624814168,Wood,Industrial,1966,5019050.0,1.000253456363957,0.13307018020110747,450068.98205887806
P02730,OHIO,Wildfire,2215730.5056700506,Wood,Industrial,2004,250000.0,0.805792388206018,0.1990778581977347,441102.8834121773
P02731,PUERTO RICO,Wildfire,3830437.4952423004,Concrete,Industrial,2005,250000.0,0.805792388206018,0.03605051619338811,138089.24894999355
P02732,MISSISSIPPI,Tornado,4124870.503225495,Steel,Residential,1993,19401000.0,1.0879097058698306,0.13535880254322405,558337.531962469
P02733,WEST VIRGINIA,Flood,3392060.6482439614,Steel,Industrial,2002,10108550.0,1.045643926593353,0.08547361903238798,289931.69958275935
P02734,FLORIDA,Tornado,2507544.5339537296,Steel,Industrial,1984,4119000.0,0.987440993520853,0.07709104475808265,193309.22789991245
P02735,ALABAMA,Earthquake,3933119.8179509155,Concrete,Industrial,1988,250000.0,0.805792388206018,0.026413969770787617,103889.30797624118
P02736,OKLAHOMA,Flood,2521998.025883761,Steel,Commercial,1951,150000.0,0.7726754875441604,0.0860195164383397,216941.05064496843
P02737,MISSOURI,Earthquake,646398.5314108869,Concrete,Commercial,1974,250000.0,0.805792388206018,0.09359557537796744,60500.042470875116
P02738,MISSISSIPPI,Hurricane,670067.0938961204,Masonry,Commercial,1987,250000.0,0.805792388206018,0.15582025514090134,104410.02553241578
P02739,ALABAMA,Tornado,4748057.384201706,Concrete,Industrial,2017,7450000.0,1.0258597670819702,0.049352997625734404,234330.86480935753
P02740,MISSISSIPPI,Wildfire,1146458.741443593,Wood,Residential,1981,250000.0,0.805792388206018,0.490414851745166,562240.3937170093
